,identifier,Alignment ID,Average Mz,Average Rt(min),duplicate_flag,adduct_flag,isotope_flag,isotope_phr,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,SA1,SA2,SA3,SA4,SA5,SB1,SB2,SB3,SB4,SB5
14998,26.59_412.19,13439,412.1903,26.589,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.43,SA1,412.19034:485348 413.19369:119473 414.19705:0,,485347.5,456350.94,454045.4,448034.0,473980.44,454758.84,448038.03,428026.9,464731.94,452451.0
14999,26.59_364.07,11000,364.0749,26.590,,,,,w/o MS2:Flufenacet; LC-ESI-ITFT; MS2; CE,[M+H]+,,0.3,False,,364.0737299999999,C14H13F4N3O2S,Anilides,IANUJLZYFUDJIH-UHFFFAOYSA-N,CC(C)N(C(=O)COC1=NN=C(S1)C(F)(F)F)C1=CC=C(F)C=C1,530,True,True,False,,False,False,,,99.4,,,,,196.45,SA2,364.07486:5020732 365.07821:1123975 366.08157:1814307,,4856256.0,5020732.5,4887864.0,4822779.0,5002793.5,4806179.5,5010086.0,4990524.0,4570573.0,4323877.5
15000,26.59_310.24,8034,310.2381,26.591,,,,,Unknown,[M+H]+,ion correlated with 10560; similar chromatogram in higher mz_15653; similar chromatogram in higher mz_15676; similar chromatogram in higher mz_22590,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.24,SA1,310.23807:874964 311.24142:152454 312.24478:0,,874964.1,77127.99,296402.16,563659.5,287676.44,694966.4,312669.34,308747.06,424823.94,769119.3
15001,26.59_135.12,989,135.1169,26.593,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1.83,SA1,135.11694:235404 136.12029:39068 137.12365:427690,,235404.14,151449.3,120120.25,219212.0,253320.53,158064.08,163636.92,149767.42,171092.23,116318.14
15002,26.59_355.30,10560,355.2963,26.593,,,"Match #901: 26.57_358.30 = [M+H+3] w/ R^2 = 0.013, dRT = 0.018, PHR = 0.886 +/- 1.056",0.8864408246371276,Unknown,[M+H]+,ion correlated with 8034,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.62,SA1,355.29633:882520 356.29968:124988 357.30304:0,,882519.6,57961.51,342911.12,582530.06,257749.81,665546.9,269443.1,279763.3,370483.7,574199.7
15003,26.60_656.01,22043,656.0077,26.596,,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.08,SA1,656.00775:100663 657.0111:0 658.01446:0,,100663.17,94466.56,80045.95,87649.31,61548.39,44722.4,12282.83,26116.71,44277.18,13087.45
15004,26.60_276.23,6059,276.2330,26.601,Match #1000: Possible duplicate of 26.63_276.23 (0.0%),,,,Unknown,[M+Na]+,adduct linked to 4885_[M+H]+,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.86,SB4,276.233:182293 277.23635:22575 278.23971:0,,153877.1,48238.32,151609.3,142095.28,49230.51,146877.69,110568.71,168842.62,182292.92,69514.84
15005,26.60_457.19,15653,457.1915,26.601,Match #2315,,,,C23H28N4O4S,[M+2H]2+,,0.6,False,26.62,457.19141,,,,,annotated by user-defined text library,True,True,False,,False,False,,,98.7,97.4,,,,3588.63,SA3,457.19153:104726136 458.19488:29256424 459.19824:4347137,,102847110.0,104676330.0,104726136.0,101631904.0,104095280.0,102713704.0,109520110.0,108931800.0,49656056.0,108641656.0
15006,26.60_337.07,9528,337.0709,26.601,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.4,SB3,337.07095:354687 338.0743:42950 339.07766:0,,294946.9,354180.66,334004.1,324330.47,322350.88,343548.75,315860.44,354687.25,340486.84,330169.6
15007,26.60_302.31,7582,302.3067,26.603,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,22.39,SB5,302.30673:1333741 303.31008:220658 304.31344:20662,,1838604.6,275601.5,239753.34,317119.2,357623.84,394731.0,187652.72,548556.9,931745.5,1333741.1
15008,26.60_316.32,8421,316.3209,26.603,Match #1363,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,103.2,SB2,316.32095:4103742 317.3243:840418 318.32766:155602,,3038740.0,2914121.5,8317612.5,316060.4,490789.12,238472.02,4103742.2,3591423.0,19488.62,162720.39
15009,26.61_214.25,3168,214.2528,26.605,,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,136.7,SA2,214.25285:3744853 215.2562:608761 216.25956:30510,,3611900.8,3744853.0,3656482.5,3406186.8,3588277.2,136902.47,98665.12,65474.59,56657.45,23655.63
15010,26.61_459.89,15759,459.8902,26.607,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.65,SB2,459.89017:90697 460.89352:0 461.89688:0,,84224.53,70388.18,56331.98,49174.74,68314.14,23402.39,90697.38,57924.74,37800.55,47781.43
15011,26.61_388.34,12254,388.3425,26.607,,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.85,SA1,388.34247:166785 389.34582:0 390.34918:79264,,166785.14,52018.64,66909.87,73439.45,32582.13,37403.31,69431.01,18135.55,42502.39,45639.58
15012,26.61_605.05,20987,605.0461,26.607,,,"Match #1718: 26.62_607.04 = [M+H+2] w/ R^2 = 0.040, dRT = 0.017, PHR = 0.691 +/- 0.224",0.6910429888960247,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.49,SB2,605.04614:110419 606.04949:0 607.05285:38004,,92752.65,91805.37,105921.41,76304.93,59391.72,90302.22,110419.39,73869.22,71606.84,78680.4
15013,26.61_574.27,20221,574.2707,26.608,,,,,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.28,SB3,574.27069:208294 575.27404:40566 576.2774:0,,168946.62,167957.61,160540.88,163804.34,135506.31,154616.81,171187.94,208294.2,155468.95,174335.8
15014,26.61_292.23,6975,292.2266,26.609,,,,,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.6,SA1,292.22662:266488 293.22997:47978 294.23333:35382,,266488.03,29114.18,116246.72,185334.11,101410.88,249447.25,183735.19,121465.37,149560.23,185801.34
15015,26.61_456.63,15616,456.6338,26.610,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.77,SB3,456.63379:118137 457.63714:26056 458.6405:0,,62198.48,86334.69,71154.41,71901.73,88639.76,44381.04,13326.43,118136.62,65395.73,60849.17
15016,26.61_254.25,4885,254.2475,26.611,,,,,Unknown,[M+H]+,adduct linked to 6059_[M+Na]+; adduct linked to 6052_[M+Na]+,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.92,SA1,254.24753:89134 255.25088:9569 256.25424:0,,89133.77,9495.13,51596.75,20272.17,27440.45,26498.96,11424.52,41166.31,14613.01,9553.14
15017,26.61_395.33,12617,395.3279,26.611,Match #1931: Possible duplicate of 26.67_395.33 (0.0%),,,,Unknown,[M+Na]+,adduct linked to 12348_[M+NH4]+,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.4,SB3,395.32791:436753 396.33126:120042 397.33462:0,,370271.6,73236.18,197967.61,278026.8,126278.37,406214.2,162791.81,436753.12,293086.88,153434.16
15018,26.61_457.37,15676,457.3712,26.612,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.98,SB5,457.37119:330650 458.37454:76398 459.3779:0,,329450.66,220329.38,248659.48,257843.08,275895.0,255477.5,233755.28,260047.17,326582.4,330650.16
15019,26.61_114.42,456,114.4208,26.613,Match #058,,,,Unknown,[M+H]+,similar chromatogram in higher mz_10811,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.06,SA1,114.4208:64985 115.42415:0 116.42751:0,,64984.86,58697.69,60758.61,55611.45,59388.31,58850.59,12056.0,12183.46,63968.87,45750.67
15020,26.61_624.09,21422,624.0911,26.613,,,,,Unknown,[M+NH4]+,adduct linked to 21041_[M+H]+,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.26,SA5,624.09106:84485 625.09441:0 626.09777:67310,,54462.62,48852.93,76906.26,75850.71,84485.29,56166.43,52814.2,23128.41,29843.65,52183.0
15021,26.61_457.74,15685,457.7433,26.614,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.47,SB1,457.74332:129044 458.74667:0 459.75003:0,,72656.2,91994.61,85285.28,81966.78,108984.96,129044.5,13654.98,124872.46,68613.71,66346.24
15022,26.61_378.21,11764,378.2057,26.614,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.99,SA2,378.20572:337671 379.20907:56404 380.21243:8700,,293521.3,337671.25,303568.25,275098.22,292680.22,291900.4,296136.5,313640.47,295135.0,307016.53
15023,26.61_502.25,17766,502.2480,26.614,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.44,SA4,502.24796:569795 503.25131:147864 504.25467:0,,523700.38,567627.9,504312.2,569794.94,491748.03,484234.56,443956.94,449402.75,443884.78,464459.16
15024,26.61_323.02,8737,323.0170,26.615,,,Match #747,,w/o MS2:Chloramphenicol; LC-ESI-ITFT; MS2; CE,[M+H]+,,1.0,False,,323.01959,C11H12Cl2N2O5,Nitrobenzenes,WIIZWVCIJKGZOK-UHFFFAOYNA-N,OCC(N=C(O)C(Cl)Cl)C(O)C1=CC=C(C=C1)N(=O)=O,530,True,True,False,,False,False,,,96.6,,,,,7.06,SB2,323.01697:410271 324.02032:41624 325.02368:0,,343081.12,360380.62,341001.47,346993.28,385466.72,345002.75,410271.22,356844.53,321731.28,349973.53
15025,26.61_321.02,8646,321.0193,26.615,,,"Match #747: 26.61_323.02 = [M+H+2] w/ R^2 = 0.130, dRT = 0.000, PHR = 0.635 +/- 0.046",0.6347127471826276,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,14.12,SA5,321.01935:643745 322.0227:77804 323.02606:422580,,535336.25,576208.7,546902.75,565705.2,643745.25,510097.38,543795.94,581373.06,553655.4,564988.56
15026,26.62_457.01,15629,457.0124,26.616,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.58,SA2,457.01242:318228 458.01577:95212 459.01913:0,,248551.98,318227.88,300814.75,279655.12,305867.78,311868.1,265061.03,285666.38,246580.62,229321.53
15027,26.62_913.38,24705,913.3764,26.616,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,17.45,SA5,913.3764:313987 914.37975:164871 915.38311:121662,,299141.78,306070.7,275350.84,296914.38,313986.94,290295.9,294633.66,274063.25,273362.62,276966.5
15028,26.62_213.22,3103,213.2216,26.618,,,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.82,SA1,213.22156:121245 214.22491:23155 215.22827:0,,121245.36,10332.72,27124.01,28835.45,9332.94,30354.09,11685.94,33568.97,16016.17,34861.35
15029,26.62_454.52,15527,454.5175,26.619,,,,,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.66,SB2,454.51749:73036 455.52084:0 456.5242:0,,68649.2,68265.5,46422.56,33830.65,43707.06,19869.39,73035.96,51534.0,46293.19,45378.43
15030,26.62_657.34,22072,657.3398,26.619,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.17,SA2,657.33984:318432 658.34319:96811 659.34655:0,,253492.52,318431.6,272963.38,267007.2,297073.0,239207.39,243276.05,264693.38,245820.94,224730.02
15031,26.62_590.28,20637,590.2772,26.619,,,,,Unknown,[M+Na]+,adduct linked to 20051_[M+H]+,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.28,SA5,590.27716:93703 591.28051:0 592.28387:0,,69282.56,54752.43,72635.03,62802.85,93702.82,61465.21,55405.38,81751.21,70113.53,57064.99
15032,26.62_346.45,10085,346.4495,26.619,,,,,Unknown,[M+H]+,ion correlated with 11232,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.4,SA1,346.44949:505448 347.45284:74298 348.4562:0,,505448.38,34412.38,40950.38,49943.39,75130.24,0.0,0.0,0.0,0.0,0.0
15033,26.62_363.13,10960,363.1334,26.620,,,,,Unknown,[M+2H]2+,ion correlated with 24998,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.09,SA4,363.13345:272886 364.1368:0 365.14016:14481,,258806.53,245927.77,256944.94,272885.8,246879.69,0.0,0.0,4231.7,4925.24,3754.84
15034,26.62_587.10,20542,587.0994,26.621,,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.47,SA1,587.09943:107845 588.10278:0 589.10614:0,,107844.93,42224.31,64785.61,87878.06,69240.06,65041.18,45889.89,68057.06,50041.01,74609.17
15035,26.62_634.26,21640,634.2641,26.624,,,,,Unknown,[M+Na]+,adduct linked to 21172_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.87,SB2,634.2641:202796 635.26745:43976 636.27081:0,,195360.89,176954.4,183637.23,177230.25,177609.66,161244.55,202796.19,190634.4,179054.58,154717.11
15036,26.62_607.04,21041,607.0435,26.624,Match #2960,,Match #1718,,Unknown,[M+H]+,adduct linked to 21422_[M+NH4]+,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.71,SA4,607.04352:77415 608.04687:0 609.05023:0,,66893.39,45760.85,38469.41,77415.27,59336.24,60360.86,60228.85,32669.38,68857.38,54778.66
15037,26.62_629.31,21542,629.3116,26.625,,,,,Unknown,[M+NH4]+,adduct linked to 21172_[M+H]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,38.96,SA5,629.31158:976940 630.31493:382755 631.31829:73098,,959987.7,882419.2,868125.94,870913.8,976939.94,788582.2,845141.4,814951.0,813456.56,842876.7
15038,26.63_612.28,21172,612.2826,26.626,,,,,Unknown,[M+H]+,adduct linked to 21542_[M+NH4]+; adduct linked to 21640_[M+Na]+,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,84.86,SA1,612.28259:2280300 613.28594:802728 614.2893:219098,,2280299.8,2128790.8,2193425.8,2027486.9,2267473.0,1856703.0,1990238.2,1952037.2,1823997.1,1822396.6
15039,26.63_290.28,6880,290.2846,26.629,,,,,Unknown,[M+H]+,ion correlated with 22590,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,24.76,SA1,290.28458:910361 291.28793:212494 292.29129:0,,910360.6,872995.4,840371.8,822809.3,857869.75,146009.08,12740.22,13123.46,11386.16,8351.18
15040,26.63_276.23,6052,276.2326,26.632,Match #1000,,,,Unknown,[M+Na]+,adduct linked to 4885_[M+H]+,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.62,SA1,276.23257:185711 277.23592:27552 278.23928:31625,,185711.45,78311.61,148547.95,161448.64,64012.95,167562.81,155088.6,169914.33,208252.58,92927.43
15041,26.64_568.29,20051,568.2944,26.637,,,,,Unknown,[M+H]+,adduct linked to 20637_[M+Na]+,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.82,SB3,568.29437:279443 569.29772:86444 570.30108:0,,247134.11,278189.72,240890.3,235354.67,238168.25,205987.97,256133.52,279443.03,206455.8,243677.38
15042,26.64_324.27,8811,324.2746,26.638,,,,,Unknown,[M+H]+,,0.9,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.66,SB5,324.2746:228580 325.27795:0 326.28131:0,,219978.22,164387.45,147913.83,203131.39,201151.16,122745.75,128463.22,21951.86,168274.03,228579.52
15043,26.64_231.23,3904,231.2318,26.641,,,,,Unknown,[M+H]+,ion correlated with 13181,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,15.08,SA1,231.23177:1379618 232.23512:157689 233.23848:0,,1379618.5,220797.17,356787.62,409777.47,214171.02,344554.0,201626.02,315201.6,168828.19,412462.34
15044,26.64_440.38,14840,440.3846,26.642,,,,,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.93,SA1,440.38464:188565 441.38799:0 442.39135:0,,188564.88,52125.12,54665.23,109410.06,97525.18,136010.62,91534.2,136160.28,109419.21,64923.35
15045,26.64_457.19,15654,457.1923,26.642,Match #2315: Possible duplicate of 26.60_457.19 (0.0%),,,,C23H28N4O4S,[M+H]+,,0.4,False,26.62,457.19141,,,,,annotated by user-defined text library,True,True,False,,False,False,,,97.3,95.0,,,,4419.34,SB4,457.19226:109719472 458.19561:29841776 459.19897:4337682,,54813060.0,105770664.0,105746216.0,102173056.0,104665530.0,103098350.0,107768210.0,107657224.0,109719470.0,107134210.0
15046,26.64_431.21,14387,431.2063,26.644,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.97,SB1,431.20627:1029925 432.20962:1846676 433.21298:443107,,636616.44,568094.75,608112.25,572105.1,571164.94,1029924.8,988740.94,985995.2,988991.56,974083.1
15047,26.65_822.33,24128,822.3271,26.651,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.4,SB5,822.32715:261529 823.3305:163527 824.33386:47611,,57440.45,80110.62,90073.33,95421.4,114689.65,146772.4,201791.9,243014.84,254828.36,261529.16
15048,26.65_975.31,24998,975.3073,26.652,Match #3295,,,,Unknown,[M+H]+,ion correlated with 10960; ion correlated with 20190,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,9.57,SA2,975.30731:333720 976.31066:188338 977.31402:195436,,252826.73,333720.4,269506.8,271668.84,234632.06,26621.64,8667.37,10819.28,15737.22,8703.34
15049,26.66_550.37,19484,550.3749,26.660,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.35,SA4,550.37494:163410 551.37829:0 552.38165:0,,153718.94,108483.49,151431.9,163410.1,148162.14,136995.2,150308.22,155565.55,144902.53,153649.36
15050,26.66_368.31,11232,368.3136,26.663,,,,,Unknown,[M+Na]+,ion correlated with 10085; adduct linked to 10080_[M+H]+,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.23,SA1,368.31363:474848 369.31698:107381 370.32034:0,,474847.7,94722.01,6198.22,55737.98,25600.31,7435.54,17265.71,53945.14,42470.03,47042.43
15051,26.66_593.19,20710,593.1909,26.664,,,,,w/o MS2:Fortunellin; LC-ESI-QTOF; MS2; CE,[M+H]+,,1.0,False,,593.18646,C28H32O14,Flavonoid-7-O-glycosides,MLWDGPFGTFOLRJ-CUVHLRMHSA-N,COC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O1,530,True,True,False,,False,False,,,90.8,,,,,3.22,SA5,593.19086:141874 594.19421:32693 595.19757:0,,94065.45,85680.21,118563.19,90099.72,141873.95,125906.54,123081.86,131110.7,136381.02,138832.05
15052,26.67_346.33,10080,346.3328,26.666,,,,,Unknown,[M+H]+,adduct linked to 11232_[M+Na]+,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,1556.66,SA1,346.33276:152690352 347.33611:34700688 348.33947:4213022,,152690350.0,15489974.0,17299526.0,21862582.0,31032760.0,316523.25,109896.86,105165.1,127140.28,254854.53
15053,26.67_554.23,19604,554.2321,26.667,,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,9.66,SA4,554.23206:304601 555.23541:101815 556.23877:72340,,303623.8,295515.5,293589.25,304601.22,282635.1,278788.53,25341.59,35514.01,18176.37,37868.39
15054,26.67_395.33,12615,395.3271,26.670,Match #1931,,,,Unknown,[M+H]+,,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.6,SA1,395.32712:350615 396.33047:65099 397.33383:0,,350614.94,173287.38,241869.42,235677.16,150986.52,219602.17,120710.48,312495.03,245085.33,107412.13
15055,26.68_729.22,23189,729.2226,26.676,,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.96,SA3,729.2226:87482 730.22595:0 731.22931:0,,45170.17,86359.59,87482.42,61339.57,59871.03,0.0,0.0,0.0,0.0,0.0
15056,26.68_497.06,17543,497.0609,26.679,,,,,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,2.75,SB3,497.06091:126250 498.06426:0 499.06762:0,,105145.84,106459.48,108270.66,113355.23,91724.63,106120.52,111557.61,126250.03,110645.29,92412.29
15057,26.68_390.36,12349,390.3590,26.679,Match #1894: Possible duplicate of 26.59_390.36 (0.0%),,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,31.89,SB5,390.35901:6541281 391.36236:1593078 392.36572:243180,,69095.52,836944.94,1175531.9,1429052.6,2211311.2,2569608.2,1434142.2,1552191.1,4078020.8,6541281.0
15058,26.68_648.31,21900,648.3070,26.679,,,,,Unknown,[M+H]+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.7,SA5,648.30695:163186 649.3103:33060 650.31366:0,,107877.73,156911.86,120454.7,126737.93,163186.0,96657.88,108682.95,16130.22,10548.47,0.0
15059,26.68_515.89,18277,515.8923,26.681,Match #2670: Possible duplicate of 26.74_515.89 (0.0%),,,,Unknown,[M+NH4]+,adduct linked to 18499_[M+Na]+,0.3,False,,,,,,,999,False,False,False,,False,False,,,,,,,,6.9,SA4,515.89227:120944 516.89562:0 517.89898:0,,99396.55,105349.76,79935.47,120943.66,60666.56,26550.01,10773.11,0.0,0.0,0.0
15060,26.68_365.62,11073,365.6161,26.681,,,,,Unknown,[M+H]+,,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,5.89,SA1,365.61606:161054 366.61941:0 367.62277:0,,161054.33,122262.65,106196.43,154267.2,113402.92,18668.51,0.0,0.0,0.0,0.0
15061,26.68_324.66,8829,324.6587,26.682,,,,,Unknown,[M+2H]2+,,0.7,False,,,,,,,999,False,False,False,,False,False,,,,,,,,20.66,SA5,324.65872:569544 325.66207:0 326.66543:0,,366954.1,557228.7,503186.34,556260.0,569543.56,448286.34,550428.6,39682.91,17466.61,11592.25
15062,26.68_406.35,13181,406.3524,26.683,,,,,Unknown,[M+H]+,,0.6,False,,,,,,,999,False,False,False,,False,False,,,,,,,,36.75,SA1,406.35242:3883614 407.35577:960338 408.35913:64520,,3883613.5,144032.45,351802.78,408847.84,395535.56,280428.72,0.0,35272.49,97625.29,171990.03
15063,26.68_411.20,13403,411.1965,26.684,,,,,Unknown,[M+H]+,similar chromatogram in higher mz_13550,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,34.93,SB2,411.19647:2539448 412.19982:586429 413.20318:150539,,1516967.9,1788199.9,1928622.0,1908221.9,1995160.9,2409824.0,2539448.2,2518289.8,2512100.0,2431626.5
15064,26.68_247.10,4555,247.1021,26.685,,,,,w/o MS2:Indole-3-acetyl-L-alanine; LC-ESI-QQ; MS2; CE,[M+H]+,,1.0,False,,247.10771,C13H14N2O3,N-acyl-L-alpha-amino acids,FBDCJLXTUCMFLF-UHFFFAOYNA-N,CC(N=C(O)CC1=CNC2=CC=CC=C12)C(O)=O,530,True,True,False,,False,False,,,85.3,,,,,4.54,SB5,247.10208:435269 248.10543:22860 249.10879:0,,424770.38,343768.4,310059.88,338986.75,303469.7,375796.9,405928.8,416188.56,433051.4,435269.1
15065,26.68_366.01,11081,366.0114,26.685,,,,,Unknown,[M+H]+,,1.0,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.82,SB4,366.01138:235265 367.01473:33568 368.01809:0,,191564.39,175379.9,170946.12,150030.33,194855.52,203268.4,215246.45,216007.0,235265.1,196449.7
15066,26.69_365.74,11076,365.7404,26.689,,,,,Unknown,[M+H]+,,0.5,False,,,,,,,999,False,False,False,,False,False,,,,,,,,4.14,SB4,365.74036:63896 366.74371:0 367.74707:0,,45440.89,16362.43,23340.21,17573.56,19337.33,14852.57,37840.35,31905.08,63895.72,20829.61
15067,26.69_362.33,10923,362.3273,26.689,,,,,Unknown,[M+H]+,similar chromatogram in higher mz_20710,0.4,False,,,,,,,999,False,False,False,,False,False,,,,,,,,128.52,SB1,362.3273:3673588 363.33065:821621 364.33401:48708,,1660317.2,611556.4,1504586.5,1741676.8,1897767.4,3673588.5,57899.93,20528.19,30237.03,25517.23
15068,26.69_366.27,11116,366.2660,26.689,,,,,Unknown,[M+H]+,,0.8,False,,,,,,,999,False,False,False,,False,False,,,,,,,,3.66,SB5,366.26602:226552 367.26937:30505 368.27273:0,,191973.89,150151.52,173614.98,194722.77,197459.16,197432.98,200266.4,166831.11,223544.81,226552.0
